Sample_ID,Genotype,SourceID,Start.Weight,Start.Moisture,Cook.Date,HotPlate.ID,Hotplate.Pos,Cook.Time.Start,Bath.Start.Time,Steep.End.Date,Bath.End.Time,PH,Oven.ID,Tray.Empty.DML.1,Tray.Empty.DML.2,Tray.Empty.DML.3,Y.Kernel.Wet.Weight,Y.Kernel.Wet.With.Tray,Z.Kernel.Wet.Weight,Z.Kernel.Wet.With.Tray,Date.Tray.Dry,Tray.Dry.1,Tray.Dry.2,Tray.Dry.3,Date.Kernel.Dry,Y.Kernel.Tray.Dry.Weight,Z.Kernel.Tray.Dry.Weight,DML.Percent,Location,row,Moisture_Uptake,Y.Kernel.Moisture,Z.Kernel.Moisture
YC16:4295,KUNG-70,SP14:10625,NA,13.1,10-9-2017,A,3,4:22,04:44:00,10-10-2017,8:50,12.32,B,11.3,11.2,11.1,15.1,16.4,15.2,16.3,10-12-2017,12.9,13.2,15.2,10-20-2017,10,10,0.07661691542,ISU,395,0.41915737190658753,0.423841059602649,0.414473684210526
YC16:4249,Va99,SP14:10932,100,13.5,10-9-2017,A,4,4:22,04:44:00,10-10-2017,8:50,12.29,B,11.6,11.4,11.3,15,16.3,14.8,15.9,10-12-2017,15.4,13.2,14.2,10-20-2017,10.8,10.4,0.085,ISU,396,0.3691441441441445,0.366666666666667,0.371621621621622
YC16:4039,W604S,SP14:10849,100.1,12.1,10-9-2017,B,1,4:54,05:15:00,10-10-2017,8:50,12.22,B,11.1,11.2,11.5,15,16.4,14.9,16.4,10-12-2017,13.5,14.4,16.6,10-20-2017,10.7,10.6,0.1068931069,ISU,397,0.3846308724832215,0.38,0.389261744966443
YC16:3341,Va26,SP14:10852,100,11.7,10-9-2017,B,2,4:54,05:15:00,10-10-2017,8:50,12.28,B,11.5,11.4,11.2,15,16.2,15.1,16.5,10-12-2017,15.7,13.3,14.3,10-20-2017,9.6,9.7,0.092,ISU,398,0.4451655629139075,0.44,0.450331125827815
YC16:3232,R181B,SP14:10799,100.2,10.5,10-9-2017,B,3,4:54,05:15:00,10-10-2017,8:50,12.27,B,11,11.4,11.2,15.1,16.6,14.9,16.3,10-12-2017,13.2,15,13.5,10-20-2017,9.3,9.3,0.08083832335,ISU,399,0.4766211831636965,0.483443708609272,0.469798657718121
YC16:3320,LH197,SP14:11287,100,12.8,10-9-2017,B,4,4:54,05:15:00,10-10-2017,8:50,12.3,B,11.1,11,11.3,14.9,16.3,15,16.4,10-12-2017,13,15.9,13.6,10-20-2017,10,10.1,0.091,ISU,400,0.4214093959731545,0.422818791946309,0.42
YC16:4254,PHG80,SP14:10824,100,11.4,10-10-2017,A,1,3:56,04:21:00,10-11-2017,9:10,12.4,A,11.5,11.4,12,15,16.3,15.1,16.3,10-13-2017,16.5,13.4,14.4,10-24-2017,9.4,9.4,0.094,ISU,401,0.458476821192053,0.46,0.456953642384106
YC16:4328,N217,SP14:11088,100.1,13.8,10-10-2017,A,2,3:56,04:21:00,10-11-2017,9:10,12.31,A,11.9,12.4,11.9,15,16.1,15,16.2,10-13-2017,15.1,13.9,16.4,10-24-2017,10,10,0.09190809191,ISU,402,0.41000000000000003,0.406666666666667,0.413333333333333
YC16:4103,A305,SP14:10697,100.2,7.5,10-10-2017,A,3,3:56,04:21:00,10-11-2017,9:10,12.21,A,12.2,12.4,12,14.9,16,15,16.2,10-13-2017,16.5,14.9,14.5,10-24-2017,NA,NA,0.09281437126,ISU,403,NA,NA,NA
YC16:3294,B37,SP14:10985,100,12.5,10-10-2017,B,1,4:33,04:54:00,10-11-2017,9:10,12.32,A,11.9,12,12.2,15.1,16.4,15,16.3,10-13-2017,17.8,15,14.6,10-24-2017,9.6,9.7,0.113,ISU,405,0.4451655629139075,0.450331125827815,0.44
YC16:3353,DK78371A,SP14:10839,100.1,12,10-10-2017,B,2,4:33,04:54:00,10-11-2017,9:10,12.33,A,12.4,12.2,12.4,15.2,16.4,14.9,16.2,10-13-2017,16.4,14.7,15,10-24-2017,9.9,9.7,0.09090909091,ISU,406,0.4319365948428115,0.427631578947368,0.436241610738255
YC16:3083,A572,SP14:11046,100,11.5,10-10-2017,B,3,4:33,04:54:00,10-11-2017,9:10,12.22,A,11.8,11.8,11.7,15,16,15.1,16.3,10-13-2017,15.5,17.6,14.4,10-24-2017,9.3,9.4,0.122,ISU,407,0.45181015452538653,0.446666666666667,0.456953642384106
YC16:3116,OH33,SP14:10884,100.1,11.8,10-10-2017,B,4,4:33,04:54:00,10-11-2017,9:10,12.3,A,12.1,11.8,12,15.1,16.4,14.9,16.4,10-13-2017,13.8,16.8,14,10-24-2017,9.7,9.8,0.08691308691,ISU,408,0.4433308147028755,0.443708609271523,0.442953020134228
YC16:3056,A641,SP14:10705,100,10.4,10-11-2017,A,1,4:10,04:32:00,10-12-2017,8:35,12.29,B,11.1,NA,10.9,15,16.3,14.8,16,10-19-2017,12.6,13.6,14.7,10-25-2017,10.1,9.9,0.082,ISU,409,0.4127477477477475,0.413333333333333,0.412162162162162
YC16:4157,DKFAPW,SP14:10829,100.1,11.8,10-11-2017,A,2,4:10,04:32:00,10-12-2017,8:35,12.22,B,10.9,10.8,10.7,15.2,16.4,15.1,16.5,10-19-2017,15.2,13.3,14.2,10-25-2017,10.5,10.7,0.1028971029,ISU,410,0.3861319275008715,0.388157894736842,0.384105960264901
YC16:4026,A322,SP14:10703,100,11.9,10-11-2017,A,3,4:10,04:32:00,10-12-2017,8:35,12.31,B,NA,10.9,NA,15.1,16.4,15.1,16.5,10-19-2017,14,14.9,12.8,10-25-2017,10.1,10.1,0.092,ISU,411,0.4205298013245035,0.417218543046358,0.423841059602649
YC16:3071,A305,SP14:10697,100.1,8.2,10-11-2017,A,4,4:10,04:32:00,10-12-2017,8:35,12.26,B,11.1,10.8,10.9,15.1,16.7,15,16.5,10-19-2017,13.1,12.9,14.9,10-25-2017,9.4,9.2,0.08091908092,ISU,412,0.485055187637969,0.483443708609271,0.486666666666667
YC16:3085,LH132,SP14:11269,100.1,13,10-11-2017,B,1,4:47,05:08:00,10-12-2017,8:35,12.27,B,11.3,11.1,11.2,14.8,16,14.9,16.2,10-19-2017,13.5,15.7,12.8,10-25-2017,10.1,10.1,0.08391608392,ISU,413,0.40402231090150553,0.398648648648649,0.409395973154362
YC16:3289,KUNG-70,SP14:10625,100,13.1,10-11-2017,B,2,4:47,05:08:00,10-12-2017,8:35,12.34,B,11.1,11.1,11.3,15,16.4,15.2,16.8,10-19-2017,13.6,NA,14.8,10-25-2017,9.7,9.9,0.077,ISU,414,0.45030701754386,0.446666666666667,0.453947368421053
YC16:3083,A572,SP14:11046,100,11.7,10-11-2017,B,4,4:47,05:08:00,10-12-2017,8:35,12.18,B,11.5,11.1,11.2,15,16.6,15.1,16.5,10-19-2017,16.3,14.2,13.8,10-25-2017,9.8,9.7,0.105,ISU,416,0.451832229580574,0.453333333333333,0.450331125827815
YC16:4392,B120,SP14:10929,100.1,12.6,10-12-2017,A,1,4:52,05:14:00,10-13-2017,8:56,12.26,A,11,11,11.2,15.1,16.3,15.1,16.4,10-20-2017,13.3,16.2,13.5,10-26-2017,10.4,10.2,0.0979020979,ISU,417,0.40066225165562896,0.390728476821192,0.410596026490066
YC16:3084,B85,SP14:10623,100,12.9,10-12-2017,A,2,4:52,05:14:00,10-13-2017,8:56,12.25,A,11.4,11.1,11.3,15,16.2,15.1,16.4,10-20-2017,13.5,16.9,13.3,10-26-2017,10.2,10.2,0.099,ISU,418,0.405298013245033,0.4,0.410596026490066
YC16:3061,C123,SP14:10781,100,11.9,10-12-2017,A,3,4:52,05:14:00,10-13-2017,8:56,12.26,A,11.2,11.2,11.5,15.1,16.4,15,16.3,10-20-2017,13.2,16.3,13.7,10-26-2017,9.8,9.8,0.093,ISU,419,0.4352097130242825,0.437086092715232,0.433333333333333
YC16:3101,2FADB,SP14:11112,100.1,12.6,10-12-2017,A,4,4:52,05:14:00,10-13-2017,8:56,12.28,A,11.1,11.5,11.5,15.2,16.6,15.1,16.5,10-20-2017,NA,13.4,15.1,10-26-2017,10,9.9,0.1608391608,ISU,420,0.43564830951551103,0.43421052631579,0.437086092715232
YC16:3297,PHP85,SP14:11392,100,10.9,10-12-2017,B,1,5:21,05:43:00,10-13-2017,8:56,12.37,A,NA,NA,NA,15.1,16.3,15.1,16.3,10-20-2017,15.2,13.2,13.2,10-26-2017,10.1,10.4,0.095,ISU,421,0.40066225165562896,0.410596026490066,0.390728476821192
YC16:3406,PHW65,SP14:10913,100.1,11.7,10-12-2017,B,2,5:21,05:43:00,10-13-2017,8:56,12.28,A,NA,10.8,11.1,15,16.2,14.9,16.1,10-20-2017,15,13.2,13.7,10-26-2017,9.9,9.9,0.09190809191,ISU,422,0.418053691275168,0.42,0.416107382550336
YC16:3067,PHW80,SP14:11425,100.1,11.8,10-12-2017,B,3,5:21,05:43:00,10-13-2017,8:56,12.36,A,11,NA,10.9,15.1,16.4,15.1,16,10-20-2017,15.7,12.9,13.9,10-26-2017,10,10.3,0.0989010989,ISU,423,0.40066225165562896,0.423841059602649,0.377483443708609
YC16:3482,CG102,SP14:10620,100,12,10-18-2017,A,1,4:48,05:12:00,10-19-2017,8:36,12.17,B,11,11.1,10.9,14.9,15.9,14.9,16,10-24-2017,12.9,13.4,15.5,10-27-2017,9.8,10,0.088,ISU,424,0.40604026845637553,0.409395973154362,0.402684563758389
YC16:4518,Va26,SP14:10852,100,11,10-18-2017,A,2,4:48,05:12:00,10-19-2017,8:36,12.14,B,11.2,11.3,10.9,14.8,16,15,16.2,10-24-2017,13.5,14.1,15,10-27-2017,9.5,9.4,0.092,ISU,425,0.446261261261261,0.439189189189189,0.453333333333333
YC16:4479,H95,SP14:10928,100.1,11,10-18-2017,A,3,4:48,05:12:00,10-19-2017,8:36,12.13,B,11.6,11.4,11.3,15.1,16.3,15.1,16.3,10-24-2017,13.2,13.6,16.1,10-27-2017,9.1,9.1,0.08591408591,ISU,426,0.47682119205298,0.47682119205298,0.47682119205298
YC16:4179,A73,SP14:10901,100,11.6,10-18-2017,A,4,4:48,05:12:00,10-19-2017,8:36,12.14,B,11.5,11.1,11.3,15,16.2,15.1,16.4,10-24-2017,13.1,13.7,15.6,10-27-2017,9.9,9.9,0.085,ISU,427,0.42523178807947,0.42,0.43046357615894
YC16:3461,N217,SP14:11088,100.1,12.2,10-18-2017,B,1,5:14,05:31:00,10-19-2017,8:36,12.21,B,11.2,11.3,11,15,16.1,15.1,16.3,10-24-2017,13.4,13.6,15.2,10-27-2017,9.9,9.9,0.08691308691,ISU,428,0.41858719646799103,0.413333333333333,0.423841059602649
YC16:4173,Oh43,SP15:10318,100.1,10.8,10-18-2017,B,2,5:14,05:31:00,10-19-2017,8:36,12.32,B,11,11.1,11,14.9,16.2,14.9,16.2,10-24-2017,12.8,12.6,13.8,10-27-2017,10.1,10.3,0.06093906094,ISU,429,0.402684563758389,0.409395973154362,0.395973154362416
YC16:4387,W810G,SP14:11447,99.9,11.9,10-18-2017,B,3,5:14,05:31:00,10-19-2017,8:36,12.23,B,11,10.9,11,15.2,16.5,14.8,16,10-24-2017,13.3,14.9,13.7,10-27-2017,10.8,10.4,0.09009009009,ISU,430,0.37668918918918903,0.375,0.378378378378378
YC16:3166,Va99,SP14:10932,100,12.2,10-18-2017,B,4,5:14,05:31:00,10-19-2017,8:36,12.35,B,11.2,11.4,11.3,15.2,16.5,15.1,16.4,10-24-2017,14.5,12.9,13.5,10-27-2017,10.7,10.6,0.07,ISU,431,0.38284245381666104,0.381578947368421,0.384105960264901
YC16:4173,Oh43,SP15:10318,100.2,11.4,10-19-2017,A,1,4:22,04:44:00,10-20-2017,9:07,12.28,A,11.1,10.8,11.1,15.2,16.4,15.1,16.3,10-25-2017,15,13.5,13.2,10-31-2017,9.7,9.8,0.08682634731,ISU,432,0.4356265249215755,0.440789473684211,0.43046357615894
YC16:3458,W37A,SP14:10721,100.3,11.2,10-19-2017,A,2,4:22,04:44:00,10-20-2017,9:07,12.34,A,11.2,11.1,10.7,14.9,16.1,14.9,16.2,10-25-2017,13.6,13.5,15.5,10-31-2017,10.3,10.3,0.09571286142,ISU,433,0.39261744966442946,0.389261744966443,0.395973154362416
YC16:4354,LH192,SP14:11283,100,12.5,10-19-2017,A,3,4:22,04:44:00,10-20-2017,9:07,12.35,A,10.9,10.9,11.1,15,16.2,15,16.2,10-25-2017,13,15.2,13.1,10-31-2017,9.9,10,0.084,ISU,434,0.4166666666666665,0.42,0.413333333333333
YC16:4177,A374,SP14:10725,100.1,12.1,10-19-2017,A,4,4:22,04:44:00,10-20-2017,9:07,12.33,A,11.2,11.2,11.3,15,16.3,15,16.2,10-25-2017,13.1,13,15.5,10-31-2017,10,9.9,0.07892107892,ISU,435,0.42,0.42,0.42
YC16:3289,KUNG-70,SP14:10625,100,11.8,10-19-2017,B,1,4:57,05:17:00,10-20-2017,9:07,12.36,A,11.2,10.9,11.3,15,16.2,15.1,16.4,10-25-2017,13.4,15.1,12.9,10-31-2017,9.4,9.5,0.08,ISU,436,0.4551434878587195,0.453333333333333,0.456953642384106
YC16:4019,PHG72,SP14:10621,100.1,11.8,10-19-2017,B,2,4:57,05:17:00,10-20-2017,9:07,12.36,A,11.1,10.8,11.1,15,16.2,15,16.2,10-25-2017,13.6,14.4,15.1,10-31-2017,9.5,9.5,0.1008991009,ISU,437,0.446666666666667,0.446666666666667,0.446666666666667
YC16:4052,A672,SP14:10819,100,7.9,10-19-2017,B,3,4:57,05:17:00,10-20-2017,9:07,12.17,A,10.9,11.2,11.3,15.1,16.3,15,16.2,10-25-2017,13.8,16.6,14.9,10-31-2017,NA,NA,0.119,ISU,438,NA,NA,NA
YC16:3353,DK78371A,SP14:10839,100.1,11.7,10-19-2017,B,4,4:57,05:17:00,10-20-2017,9:07,12.37,A,10.9,11.2,11,14.9,16.1,15.2,16.4,10-25-2017,13.2,13.9,14.9,10-31-2017,9.7,9.7,0.08891108891,ISU,439,0.4351598375132465,0.429530201342282,0.440789473684211
YC16:4286,LH128,SP14:11268,100,11.5,10-23-2017,A,1,4:15,04:38:00,10-24-2017,8:32,12.13,B,10.9,NA,NA,14.9,16.2,15.2,16.5,10-26-2017,13.4,15.2,13.1,11-1-2017,9.8,9.9,0.093,ISU,440,0.4318703638290355,0.429530201342282,0.434210526315789
YC16:3391,W32,SP14:10850,100,10.9,10-23-2017,A,2,4:15,04:38:00,10-24-2017,8:32,12.15,B,11,11,10.9,15,16.2,15,16.4,10-26-2017,13,15.4,12.9,11-1-2017,9.7,9.9,0.084,ISU,441,0.433333333333333,0.433333333333333,0.433333333333333
YC16:4294,H84,SP14:10965,100,11.1,10-23-2017,A,3,4:15,04:38:00,10-24-2017,8:32,12.1,B,10.9,11.1,11.2,15.1,16.3,15,16.3,10-26-2017,13,16,14,11-1-2017,10.1,10.2,0.098,ISU,442,0.40863134657836653,0.410596026490066,0.406666666666667
YC16:3493,NKS8326,SP14:10834,100.1,11,10-23-2017,A,4,4:15,04:38:00,10-24-2017,8:32,12.15,B,10.9,11.3,11.1,14.8,16.1,15,16.3,10-26-2017,14.8,13.1,13.2,11-1-2017,9.1,9.1,0.07792207792,ISU,443,0.4764864864864865,0.472972972972973,0.48
YC16:4249,Va99,SP14:10932,100,12.6,10-23-2017,B,1,4:44,05:06:00,10-24-2017,8:32,12.22,B,11.1,11.1,NA,15.1,16.4,14.9,16.3,10-26-2017,13.3,15.6,13.1,11-1-2017,10.8,10.7,0.09,ISU,444,0.3733499266634075,0.370860927152318,0.375838926174497
YC16:3116,OH33,SP14:10884,100.1,11.3,10-23-2017,B,2,4:44,05:06:00,10-24-2017,8:32,12.2,B,NA,10.8,10.9,14.9,16.2,15.2,16.5,10-26-2017,13.4,NA,15.4,11-1-2017,10,10.2,0.09090909091,ISU,445,0.415290533380431,0.416107382550336,0.414473684210526
YC16:4154,W9,SP14:10728,100.1,11.1,10-23-2017,B,3,4:44,05:06:00,10-24-2017,8:32,12.21,B,10.9,10.8,11,14.9,16.2,14.8,16.3,10-26-2017,13.1,15.1,13.8,11-1-2017,9.8,9.9,0.09290709291,ISU,446,0.43098131688735697,0.429530201342282,0.432432432432432
YC16:3471,W810G,SP14:11447,100.1,11.8,10-23-2017,B,4,4:44,05:06:00,10-24-2017,8:32,12.22,B,11,11.1,NA,15,16.3,14.9,16.4,10-26-2017,13.5,15.8,13.2,11-1-2017,10.5,10.7,0.0959040959,ISU,447,0.3846085011185685,0.386666666666667,0.38255033557047
YC16:4203,NK778,SP14:10744,100.1,10.4,10-24-2017,A,1,3:55,04:19:00,10-25-2017,8:59,12.18,A,11.4,11,11.1,14.9,16.1,15.1,16.4,10-27-2017,13,13.5,15.4,11-2-2017,9.6,9.9,0.08391608392,ISU,448,0.4333525934485975,0.436241610738255,0.43046357615894
YC16:3201,PHG50,SP14:10805,100,11.5,10-24-2017,A,2,3:55,04:19:00,10-25-2017,8:59,12.26,A,11.3,11.2,11.3,15.2,16.5,14.9,16.1,10-27-2017,13.1,16.1,13.3,11-2-2017,10.2,10.2,0.087,ISU,449,0.405223419286471,0.414473684210526,0.395973154362416
YC16:4502,B109,SP14:10858,100.1,12.6,10-24-2017,A,3,3:55,04:19:00,10-25-2017,8:59,12.32,A,11.1,11.2,10.9,15,16.2,15.1,16.4,10-27-2017,14.9,14,13.3,11-2-2017,10.2,10.3,0.08991008991,ISU,450,0.4019867549668875,0.4,0.403973509933775
YC16:3406,PHW65,SP14:10913,100.2,11.6,10-24-2017,A,4,3:55,04:19:00,10-25-2017,8:59,12.31,A,11,11.3,11.3,15,16.3,15,16.3,10-27-2017,14,14.9,13.3,11-2-2017,10,9.9,0.08582834331,ISU,451,0.4233333333333335,0.42,0.426666666666667
YC16:4367,A321,SP15:10326,100,10.4,10-24-2017,B,1,4:29,04:52:00,10-25-2017,8:59,12.34,A,11.3,11.4,11.2,15,16.2,15.1,16.4,10-27-2017,13.3,13.9,15,11-2-2017,9.7,9.9,0.083,ISU,452,0.43189845474613653,0.433333333333333,0.43046357615894
YC16:3241,Oh43,SP15:10318,100.2,10.9,10-24-2017,B,2,4:29,04:52:00,10-25-2017,8:59,12.33,A,11,11,10.9,14.9,16.2,14.9,16.2,10-27-2017,15,13.1,13.5,11-2-2017,9.7,9.6,0.08682634731,ISU,453,0.4395973154362415,0.436241610738255,0.442953020134228
YC16:3229,L 135,SP14:11262,NA,9.8,10-24-2017,B,3,4:29,04:52:00,10-25-2017,8:59,12.34,A,11.1,10.9,11,15,16.2,15.2,16.5,10-27-2017,13.9,14.9,13,11-2-2017,9.4,9.9,#VALUE!,ISU,454,0.443771929824561,0.453333333333333,0.434210526315789
YC16:4001,OH33,SP14:10884,100.1,11.3,10-24-2017,B,4,4:29,04:52:00,10-25-2017,8:59,12.33,A,11.1,11,11.1,15,16.3,15.1,16.4,10-27-2017,12.9,15.4,13.8,11-2-2017,9.8,10,0.08891108891,ISU,455,0.42858719646799104,0.433333333333333,0.423841059602649
YC16:3292,B109,SP14:10858,100.1,12.1,10-25-2017,A,1,4:32,04:55:00,10-26-2017,9:10,12.17,B,11,11,11.2,15.1,16.4,14.8,16.1,10-31-2017,14,15,13.1,11-3-2017,10.3,10.4,0.08891108891,ISU,456,0.394554322534455,0.403973509933775,0.385135135135135
YC16:3272,Pa762,SP14:10885,100.1,10.9,10-25-2017,A,2,4:32,04:55:00,10-26-2017,9:10,12.21,B,11.3,11,11.1,15.1,16.5,14.8,16,10-31-2017,15.1,13.4,13.4,11-3-2017,10.1,9.9,0.08491508492,ISU,457,0.4180016108824055,0.423841059602649,0.412162162162162
YC16:3402,Pa875,SP14:11344,100,11.1,10-25-2017,A,3,4:32,04:55:00,10-26-2017,9:10,12.23,B,11.2,11,11.4,15.1,16.3,15.1,16.4,10-31-2017,12.9,13.5,15.2,11-3-2017,9.9,10,0.08,ISU,458,0.423841059602649,0.423841059602649,0.423841059602649
YC16:4001,OH33,SP14:10884,100.3,10.2,10-25-2017,A,4,4:32,04:55:00,10-26-2017,9:10,12.24,B,11.2,11.1,11.2,15,16.3,14.8,16.2,10-31-2017,13.1,13.5,15.7,11-3-2017,10,9.9,0.08773678963,ISU,459,0.422837837837838,0.42,0.425675675675676
YC16:3229,L 135,SP14:11262,100.1,9.7,10-26-2017,A,1,4:02,04:24:00,10-27-2017,9:03,12.27,A,10.9,NA,NA,15.1,16.4,15.1,16.4,11-1-2017,13.5,14.4,13.2,11-7-2017,9.6,9.6,0.08691308691,ISU,460,0.450331125827815,0.450331125827815,0.450331125827815
YC16:4051,LH149,SP14:10687,100.1,11.2,10-26-2017,A,2,4:02,04:24:00,10-27-2017,9:03,12.25,A,10.7,10.8,11,15.1,16.4,14.9,16.2,11-1-2017,13.7,14.4,13.2,11-7-2017,NA,NA,0.08791208791,ISU,461,NA,NA,NA
YC16:3334,Os426,SP14:10812,100,7.9,10-26-2017,A,3,4:02,04:24:00,10-27-2017,9:03,12.29,A,11,10.9,NA,15,16.5,15,16.3,11-1-2017,14.9,13.1,NA,11-7-2017,NA,NA,0.077,ISU,462,NA,NA,NA
YC16:3258,LH198,SP14:11288,100,10.9,10-26-2017,B,1,4:32,04:54:00,10-27-2017,9:03,12.37,A,10.9,10.8,10.9,15.1,16.4,14.9,16.2,11-1-2017,13.1,13.6,14.4,11-7-2017,9.6,9.5,0.085,ISU,464,0.449997777679008,0.450331125827815,0.449664429530201
YC16:4199,LP5,SP14:10770,100.1,11.4,10-26-2017,B,2,4:32,04:54:00,10-27-2017,9:03,12.34,A,10.9,11.1,10.9,15,16.4,14.9,16.3,11-1-2017,12.6,15.2,12.9,11-7-2017,NA,9.6,0.07792207792,ISU,465,0.449664429530201,NA,0.449664429530201
YC16:4461,LH59,SP14:10869,100,10.6,10-26-2017,B,3,4:32,04:54:00,10-27-2017,9:03,12.33,A,11.2,11,10.9,15,16.3,15,16.4,11-1-2017,14.4,13.2,13.9,11-7-2017,9.1,9.4,0.084,ISU,466,0.4733333333333335,0.48,0.466666666666667
YC16:4084,N193,SP14:10713,100.1,10.9,10-26-2017,B,4,4:32,04:54:00,10-27-2017,9:03,12.35,A,11.2,11,11.1,14.9,16.2,15,16.3,11-1-2017,13.6,13.1,15.2,11-7-2017,9.3,9.2,0.08591408591,ISU,467,0.46821029082774046,0.463087248322148,0.473333333333333
YC16:3085,LH132,SP14:11269,100,11.6,10-30-2017,A,1,4:12,04:33:00,10-31-2017,8:31,12.29,B,11.3,11.2,11.4,14.8,15.9,15,16.2,11-2-2017,15,13.8,13.2,11-8-2017,9.9,10.1,0.081,ISU,468,0.406036036036036,0.405405405405405,0.406666666666667
YC16:3489,H95,SP14:10928,100,9.8,10-30-2017,A,2,4:12,04:33:00,10-31-2017,8:31,12.23,B,11.2,11.2,11.5,15.1,16.3,14.9,16.1,11-2-2017,15.8,13.7,13.2,11-8-2017,9.3,9.2,0.088,ISU,469,0.4633317036312725,0.463576158940397,0.463087248322148
YC16:4112,CH753-4,SP14:10729,100,10.6,10-30-2017,A,3,4:12,04:33:00,10-31-2017,8:31,12.21,B,11.4,11.3,11.2,15.1,16.2,14.9,16,11-2-2017,13.8,16,14.2,11-8-2017,9.9,9.5,0.101,ISU,470,0.4267300768923065,0.417218543046358,0.436241610738255
YC16:4387,W810G,SP14:11447,100,11.7,10-30-2017,A,4,4:12,04:33:00,10-31-2017,8:31,12.22,B,11.6,11.2,11.5,15,16.2,15.1,16.2,11-2-2017,13.9,14,16,11-8-2017,10.5,10.5,0.096,ISU,471,0.3787417218543045,0.38,0.377483443708609
YC16:4049,A674,SP14:10734,100.1,10.4,10-30-2017,B,1,4:44,05:06:00,10-31-2017,8:31,12.23,B,11,11,11.3,14.9,16.3,15.1,16.5,11-2-2017,15,13.7,13.5,11-8-2017,10.4,10.6,0.08891108891,ISU,472,0.39335081559180396,0.395973154362416,0.390728476821192
YC16:3417,CO258,SP14:10663,100,10,10-30-2017,B,2,4:44,05:06:00,10-31-2017,8:31,12.22,B,NA,10.9,10.9,14.9,16.3,15,16.4,11-2-2017,14.8,13.6,13.2,11-8-2017,10.1,10,0.09,ISU,473,0.4213870246085015,0.416107382550336,0.426666666666667
YC16:3462,B120,SP14:10929,100,11.6,10-30-2017,B,3,4:44,05:06:00,10-31-2017,8:31,12.18,B,10.7,10.9,11.1,15.1,16.5,15.2,16.6,11-2-2017,13.4,16.1,13,11-8-2017,10.5,10.6,0.098,ISU,474,0.396043917741373,0.397350993377483,0.394736842105263
YC16:4212,LH295,SP14:11308,100,10.5,10-30-2017,B,4,4:44,05:06:00,10-31-2017,8:31,12.22,B,10.9,11.1,NA,15,16.4,14.9,16.2,11-2-2017,13.1,12.7,14.8,11-8-2017,9.7,9.7,0.078,ISU,475,0.441454138702461,0.446666666666667,0.436241610738255
YC16:4112,CH753-4,SP14:10729,100.1,10.7,10-31-2017,A,1,4:35,04:59:00,11-1-2017,10:03,12.27,A,11,11.2,11.2,15,16.3,15.1,16.2,11-3-2017,16,13.3,13.4,11-9-2017,9.6,9.6,0.09290709291,ISU,476,0.4418763796909495,0.446666666666667,0.437086092715232
YC16:4070,L 135,SP14:11262,100.1,10.5,10-31-2017,A,3,4:35,04:59:00,11-1-2017,10:03,12.4,A,11.1,11.2,NA,15,16.3,15,16.2,11-3-2017,15.2,13.3,13.3,11-9-2017,9.6,9.6,0.08691308691,ISU,478,0.44333333333333347,0.446666666666667,0.44
YC16:4119,CH157,SP14:10696,100.2,9.9,10-31-2017,A,4,4:35,04:59:00,11-1-2017,10:03,12.32,A,10.9,11.1,10.7,15.2,16.4,15.2,16.5,11-3-2017,13.3,15.6,13.3,11-9-2017,9.8,9.8,0.09481037924,ISU,479,0.4375,0.434210526315789,0.440789473684211
YC16:3493,NKS8326,SP14:10834,100,10.4,10-31-2017,B,1,5:14,05:38:00,11-1-2017,10:03,NA,A,11.5,11.6,11.4,15.2,16.5,14.8,16.1,11-3-2017,16.3,13.4,13.5,11-9-2017,9.3,9.2,0.087,ISU,480,0.46995021337126597,0.473684210526316,0.466216216216216
YC16:4503,W607S,SP14:10862,100.2,8.8,10-31-2017,B,2,5:14,05:38:00,11-1-2017,10:03,12.41,A,11.3,11.9,11.6,15,16.3,15,16.3,11-3-2017,14.5,14.9,14.4,11-9-2017,9.5,9.4,0.08982035928,ISU,481,0.4566666666666665,0.453333333333333,0.46
YC16:4382,Pa778,SP14:10835,100,100,10-31-2017,B,3,5:14,05:38:00,11-1-2017,10:03,12.38,A,11.8,11.6,11.7,15.1,16.4,15.1,16.4,11-3-2017,13.6,16.2,14.2,11-9-2017,9.5,9.6,0.089,ISU,482,0.45364238410596047,0.456953642384106,0.450331125827815
YC16:3188,LH295,SP14:11308,100,10.9,10-31-2017,B,4,5:14,05:38:00,11-1-2017,10:03,NA,A,11.3,11.7,11.5,14.9,16.2,15,16.2,11-3-2017,13.5,14.8,13.7,11-9-2017,9.4,NA,0.075,ISU,483,0.456375838926174,0.456375838926174,NA
YC16:3070,CI 40H,SP14:11204,100.2,8.8,11-1-2017,A,1,4:21,04:45:00,11-2-2017,9:15,12.34,B,11,11.2,11.2,15.1,16.4,15.1,16.4,11-7-2017,16.5,13.4,14.2,11-10-2017,8.9,9.1,0.1067864271,ISU,484,0.49006622516556253,0.496688741721854,0.483443708609271
YC16:4124,A572,SP14:11046,100,11,11-1-2017,A,2,4:21,04:45:00,11-2-2017,9:15,12.32,B,11.2,11.5,11.5,15.1,16.4,15.3,16.6,11-7-2017,14.8,13.8,16.8,11-10-2017,9.9,9.9,0.112,ISU,485,0.434186036445483,0.43046357615894,0.437908496732026
